	PhraseId	SentenceId	Phrase	Sentiment
49815	49816	2443	A grating , emaciated flick .	1
49822	49823	2444	Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .	2
49838	49839	2445	It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains .	3
49859	49860	2446	What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .	0
49879	49880	2447	The Master of Disguise is awful .	0
49883	49884	2448	Nelson 's intentions are good , but the end result does no justice to the story itself .	1
49899	49900	2449	A hypnotic portrait of this sad , compulsive life .	3
49910	49911	2450	-LRB- The film -RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .	3
49950	49951	2451	Troubling and powerful .	3
49954	49955	2452	Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .	0
49979	49980	2453	What 's infuriating about Full Frontal is that it 's too close to real life to make sense .	1
49996	49997	2454	Piccoli gives a superb performance full of deep feeling .	4
50006	50007	2455	-LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .	1
50040	50041	2456	Funny and also heartwarming without stooping to gooeyness .	3
50048	50049	2457	Most of the dialogue made me want to pack raw dough in my ears .	0
50062	50063	2458	A sincere but dramatically conflicted gay coming-of-age tale .	2
50069	50070	2459	A wild ride of a movie that keeps throwing fastballs .	3
50077	50078	2460	It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .	0
50097	50098	2461	A very slow , uneventful ride around a pretty tattered old carousel .	1
50111	50112	2462	Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .	3
50139	50140	2463	Like life on the island , the movie grows boring despite the scenery .	0
50152	50153	2464	Jones has delivered a solidly entertaining and moving family drama .	4
50161	50162	2465	An intriguing near-miss .	2
50165	50166	2466	Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick .	1
50194	50195	2467	... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .	1
50213	50214	2468	Sometimes shorter is better .	2
50217	50218	2469	Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .	4
50249	50250	2470	David Spade as Citizen Kane ?	1
50256	50257	2471	It 's a great American adventure and a wonderful film to bring to IMAX .	4
50270	50271	2472	A glorious mess .	2
50273	50274	2473	Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .	0
50315	50316	2474	... standard guns versus martial arts cliche with little new added .	3
50325	50326	2475	Pratfalls aside , Barbershop gets its greatest play from the timeless spectacle of people really talking to each other .	3
50342	50343	2476	tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''	1
50366	50367	2477	Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .	1
50394	50395	2478	A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .	2
50414	50415	2479	Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .	4
50433	50434	2480	But it 's also disappointing to a certain degree .	1
50441	50442	2481	Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .	4
50463	50464	2482	This is a third-person story now , told by Hollywood , and much more ordinary for it .	1
50479	50480	2483	Fails to convince the audience that these brats will ever be anything more than losers .	1
50493	50494	2484	It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .	3
50527	50528	2485	Does what should seem impossible : it makes serial killer Jeffrey Dahmer boring .	2
50540	50541	2486	`` One look at a girl in tight pants and big tits and you turn stupid ? ''	1
50558	50559	2487	This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .	4
50578	50579	2488	Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .	4
50597	50598	2489	A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .	4
50629	50630	2490	The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve .	4
50657	50658	2491	The movie is a little tired ; maybe the original inspiration has run its course .	2
50670	50671	2492	Schrader examines Crane 's decline with unblinking candor .	3
50680	50681	2493	Like Edward Norton in American History X , Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .	4
50700	50701	2494	If you love the music , and I do , its hard to imagine having more fun watching a documentary ...	4
50718	50719	2495	But first , you have to give the audience a reason to want to put for that effort	1
50734	50735	2496	As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc .	3
50757	50758	2497	Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing .	1
50772	50773	2498	A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .	2
50800	50801	2499	Harks back to a time when movies had more to do with imagination than market research .	3
50817	50818	2500	Like a Tarantino movie with heart , Alias Betty is richly detailed , deftly executed and utterly absorbing .	3
50836	50837	2501	The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .	3
50859	50860	2502	Is truth stranger than fiction ?	2
50864	50865	2503	Although it lacks the detail of the book , the film does pack some serious suspense .	3
50878	50879	2504	It 's a masterpeice .	4
50883	50884	2505	Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .	2
50900	50901	2506	A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films .	1
50933	50934	2507	Feels untidily honest .	2
50937	50938	2508	No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .	0
50962	50963	2509	Feels slight , as if it were an extended short , albeit one made by the smartest kids in class .	2
50982	50983	2510	A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .	3
51007	51008	2511	The kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .	1
51029	51030	2512	S1M0NE 's satire is not subtle , but it is effective .	3
